,tutor_rating,tutor_reviews,experience,mean_price,предмет_informatika,предмет_matematika,tutor_head_tags_count,head_school_class,head_olimp_class,head_english_class,head_other_class,description_is_empty,description_length,experience_desc_is_empty,experience_desc_length,year_of_graduation_1,education_2,year_of_graduation_2,education_3,year_of_graduation_3,education_4,year_of_graduation_4,education_5,year_of_graduation_5,education_6,year_of_graduation_6,academic_degree,academic_rank, Аспирант или ординатор очной формы обучения, Студент, Университетский преподаватель, Частный преподаватель, Школьный преподаватель,Взрослые кроме абитуриентов и студентов,Взрослые кроме абитуриентов и студентов в паре,Взрослые кроме абитуриентов и студентов группа,Дошкольники,Дошкольники в паре,Дошкольники группа,Студенты университетов,Студенты университетов в паре,Школьники с 1 по 4 класс,Школьники с 1 по 4 класс в паре,Школьники с 1 по 4 класс группа,"Школьники с 10 по 11 класс, студенты колледжей и техникумов, абитуриенты","Школьники с 10 по 11 класс, студенты колледжей и техникумов, абитуриенты в паре","Школьники с 10 по 11 класс, студенты колледжей и техникумов, абитуриенты группа",Школьники с 5 по 9 класс,Школьники с 5 по 9 класс в паре,Школьники с 5 по 9 класс группа
1062,5.0,2,11.0,11.66666666666667,False,True,4,True,True,False,False,True,0,True,0,2013,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1063,4.0,3,6.0,28.33333333333333,False,True,3,True,False,False,False,False,223,True,0,2021,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1064,4.0,11,8.0,13.33333333333333,False,True,2,True,False,False,False,False,420,True,0,2018,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1065,0.0,0,13.0,25.0,True,False,3,True,False,False,False,False,229,False,65,1985,False,0,False,0,False,0,False,0,False,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1066,0.0,0,3.0,8.333333333333334,False,True,3,True,True,False,False,False,781,True,0,2023,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1067,,0,1.0,12.5,True,False,1,True,False,False,False,False,247,False,479,2025,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1068,0.0,0,7.0,13.33333333333333,False,True,2,True,False,False,False,True,0,True,0,2019,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1069,4.0,7,5.0,10.0,False,True,1,True,False,False,False,False,393,True,0,2019,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1070,,0,10.0,31.59722222222222,True,False,2,True,False,False,False,False,785,False,738,2016,True,2018,False,0,False,0,False,0,False,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
1071,5.0,2,9.0,25.0,False,True,5,True,False,False,True,False,141,True,0,2016,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1072,4.0,9,7.0,11.66666666666667,False,True,5,True,True,False,True,False,554,True,0,2015,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1073,5.0,1,4.0,0.2222222222222222,True,False,3,True,False,False,False,False,872,False,72,2025,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1074,0.0,0,5.0,32.66666666666667,True,False,3,True,False,False,False,False,1068,False,65,2022,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0
1075,0.0,0,6.0,16.66666666666667,True,False,2,True,False,False,False,True,0,False,378,2020,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1076,4.0,21,18.0,13.33333333333333,False,True,2,True,False,False,False,False,362,True,0,1985,True,1988,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1077,0.0,0,,20.0,False,True,3,True,False,False,False,False,271,False,65,2027,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0
1078,0.0,0,8.0,30.0,False,True,8,True,True,False,True,False,278,True,0,2021,True,2017,True,2023,False,0,False,0,False,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1079,0.0,0,4.0,16.66666666666667,False,True,1,True,False,False,False,False,109,True,0,2022,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1080,0.0,0,7.0,11.11111111111111,False,True,2,True,False,False,False,True,0,True,0,2019,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1081,4.0,29,14.0,0.2,False,True,10,True,False,False,True,False,182,True,0,2009,False,0,False,0,False,0,False,0,False,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1082,0.0,0,3.0,22.5,True,False,2,True,False,False,False,True,0,False,65,1993,True,2021,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1083,0.0,0,15.0,0.1833333333333334,True,False,3,True,False,False,False,False,431,False,65,2008,True,2017,False,0,False,0,False,0,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1084,0.0,0,40.0,16.66666666666667,False,True,3,True,False,False,False,False,194,True,0,1981,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1085,0.0,0,1.0,15.55555555555556,False,True,3,True,False,False,False,False,41,False,65,2017,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1086,5.0,1,14.0,13.33333333333333,False,True,1,True,False,False,False,False,81,True,0,1978,True,1979,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1087,0.0,0,55.0,0.1333333333333333,False,True,4,True,True,False,False,False,174,True,0,1964,False,0,False,0,False,0,False,0,False,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1088,5.0,3,9.0,25.0,False,True,4,True,False,False,True,False,1726,True,0,2010,True,2020,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1089,0.0,0,,0.08333333333333334,True,False,1,True,False,False,False,False,94,False,65,2026,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1090,0.0,0,3.0,5.0,False,True,5,True,False,False,True,True,0,True,0,2023,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1091,0.0,0,14.0,23.61111111111111,False,True,3,True,False,False,False,True,0,False,84,2011,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1092,5.0,1,8.0,10.0,False,True,2,True,False,False,False,False,502,True,0,2014,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1093,0.0,0,27.0,10.0,False,True,3,True,False,False,False,False,58,True,0,1994,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1094,0.0,0,,8.333333333333334,True,False,1,True,False,False,False,False,94,False,65,2026,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1095,0.0,0,2.0,13.33333333333333,False,True,2,True,False,False,False,False,673,False,65,2023,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1096,0.0,0,9.0,18.33333333333334,False,True,4,True,True,False,False,False,244,False,444,2018,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1097,0.0,0,3.0,8.333333333333334,False,True,3,True,False,False,True,True,0,True,0,2022,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1098,,0,6.0,22.22222222222222,True,False,3,True,False,False,False,False,122,False,65,2018,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1099,,0,2.0,13.33333333333333,False,True,2,True,False,False,False,False,796,False,65,2021,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1100,0.0,0,3.0,10.83333333333333,False,True,2,True,False,False,False,False,549,True,0,2019,False,0,False,0,False,0,False,0,False,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1101,5.0,8,10.0,16.66666666666667,False,True,4,True,False,False,True,False,446,True,0,2014,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1102,0.0,0,15.0,50.0,False,True,3,True,False,False,False,False,485,False,57,2008,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1103,4.0,3,37.0,13.33333333333333,False,True,4,True,True,False,False,False,59,True,0,1975,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1104,0.0,0,5.0,13.33333333333333,False,True,2,True,False,False,False,False,637,True,0,2022,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1105,0.0,0,3.0,8.333333333333334,False,True,1,True,False,False,False,True,0,True,0,2022,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1106,0.0,0,13.0,30.55555555555556,True,False,2,True,False,False,False,False,577,False,52,2009,True,2017,True,2020,False,0,False,0,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1107,,0,10.0,16.66666666666667,False,True,2,True,False,False,False,False,267,False,132,2019,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1108,0.0,0,1.0,10.83333333333333,True,False,3,True,False,False,False,False,432,False,65,2024,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1109,4.0,1,7.0,25.0,False,True,3,True,False,False,False,False,910,True,0,2011,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1110,4.0,82,29.0,27.78333333333333,False,True,12,True,True,False,True,False,3179,True,0,1998,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1111,0.0,0,5.0,8.333333333333334,False,True,3,True,False,False,True,True,0,True,0,2021,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1112,4.0,15,15.0,0.25,False,True,4,True,False,False,True,False,330,True,0,2008,True,2017,True,2023,False,0,False,0,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1113,,0,2.0,8.88888888888889,True,False,3,True,False,False,False,False,101,False,54,2026,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1114,5.0,2,5.0,27.5,True,False,2,True,False,False,False,False,1365,False,1018,2022,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1115,,0,13.0,8.333333333333334,False,True,2,True,False,False,False,True,0,True,0,2010,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1116,0.0,0,5.0,8.333333333333334,False,True,2,True,False,False,False,True,0,True,0,2021,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1117,0.0,0,5.0,8.333333333333334,False,True,4,True,False,False,True,True,0,True,0,2018,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1118,0.0,0,15.0,18.33333333333334,True,False,3,True,False,False,False,False,431,False,65,2008,True,2017,False,0,False,0,False,0,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1119,0.0,0,3.0,11.11111111111111,False,True,1,True,False,False,False,True,0,True,0,2023,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1120,0.0,0,5.0,8.75,False,True,2,True,False,False,False,False,288,False,90,2020,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1121,0.0,0,5.0,20.97222222222222,False,True,3,True,False,False,False,True,0,False,224,2020,True,2022,False,0,False,0,False,0,False,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
1122,5.0,2,14.0,36.66666666666667,True,False,3,True,False,False,False,False,493,False,105,2014,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1123,5.0,3,5.0,0.1,False,True,1,True,False,False,False,True,0,True,0,2018,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1124,0.0,0,5.0,8.333333333333334,False,True,3,True,True,False,False,True,0,True,0,2021,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1125,5.0,6,7.0,8.333333333333334,False,True,1,True,False,False,False,False,618,True,0,2000,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1126,,0,1.0,5.555555555555556,True,False,2,True,False,False,False,False,418,False,65,2022,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
1127,,0,17.0,8.88888888888889,False,True,4,True,False,True,False,True,0,True,0,1976,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1128,,0,4.0,8.333333333333334,False,True,2,True,False,False,False,True,0,True,0,2023,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1129,0.0,0,4.0,10.0,False,True,3,True,False,False,False,False,57,False,65,0,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1130,0.0,0,8.0,6.666666666666667,False,True,8,True,False,False,True,True,0,True,0,2018,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
1131,0.0,0,5.0,15.55555555555556,False,True,3,True,False,False,False,True,0,False,65,2019,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1132,5.0,1,11.0,0.1833333333333334,True,False,3,True,False,False,False,False,389,False,93,2018,True,2020,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1133,0.0,0,5.0,25.0,False,True,2,True,False,False,False,False,549,False,119,2018,False,0,False,0,False,0,False,0,False,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1134,0.0,0,4.0,26.66666666666667,False,True,1,True,False,False,False,False,380,False,65,2021,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1135,0.0,0,3.0,14.58333333333333,False,True,4,True,True,False,False,False,174,False,65,2026,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1136,0.0,0,9.0,0.1666666666666667,False,True,3,True,False,False,False,False,1003,False,65,2016,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1137,5.0,9,45.0,31.48148148148148,False,True,3,True,False,False,False,False,1225,False,1029,1978,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1138,0.0,0,2.0,7.777777777777779,False,True,1,True,False,False,False,False,177,False,65,2021,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1139,0.0,0,1.0,8.333333333333334,False,True,1,True,False,False,False,False,705,False,65,2021,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1140,0.0,0,9.0,21.66666666666667,False,True,3,True,False,False,False,False,510,False,232,2018,True,2020,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1141,0.0,0,8.0,16.66666666666667,False,True,1,True,False,False,False,False,885,False,80,2016,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1142,0.0,0,3.0,0.1333333333333333,False,True,2,True,False,False,False,True,0,True,0,2022,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1143,5.0,1,39.0,20.66666666666667,False,True,3,True,False,False,False,False,487,False,201,1984,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
1144,,0,34.0,41.66666666666666,False,True,5,True,False,False,True,False,555,True,0,1987,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1145,4.0,15,6.0,8.333333333333334,False,True,4,True,True,False,False,True,0,True,0,2019,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1146,,0,4.0,27.77777777777778,True,False,3,True,False,False,False,False,76,False,217,1996,True,2011,False,0,False,0,False,0,False,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1147,4.0,6,2.0,11.66666666666667,False,True,3,True,False,False,False,False,919,True,0,2025,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1148,0.0,0,6.0,5.0,False,True,1,True,False,False,False,True,0,True,0,2020,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1149,0.0,0,3.0,0.1222222222222222,False,True,3,True,False,False,False,False,661,False,118,2022,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1150,5.0,3,27.0,0.4,True,False,3,True,False,False,False,False,1153,False,426,1996,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1151,0.0,0,18.0,11.11111111111111,True,False,1,True,False,False,False,False,388,False,89,2005,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1152,3.0,6,13.0,15.0,False,True,7,True,True,True,True,False,138,True,0,2008,True,2013,True,2001,False,0,False,0,False,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1153,0.0,0,2.0,9.166666666666666,False,True,1,True,False,False,False,False,119,True,0,2024,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1154,0.0,0,3.0,8.333333333333334,False,True,1,True,False,False,False,True,0,True,0,2023,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1155,0.0,0,3.0,25.0,False,True,2,True,False,False,False,False,39,True,0,2019,True,2020,False,0,False,0,False,0,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1156,0.0,0,9.0,36.66666666666667,True,False,2,True,False,False,False,True,0,False,258,2015,True,2015,False,0,False,0,False,0,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1157,0.0,0,9.0,21.11111111111111,True,False,3,True,False,False,False,False,311,False,565,2014,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1158,,0,7.0,13.33333333333333,False,True,2,True,False,False,False,False,275,True,0,2020,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1159,4.0,30,25.0,25.0,False,True,7,True,True,False,True,False,35,True,0,1997,True,2011,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1160,0.0,0,3.0,8.333333333333334,True,False,3,True,False,False,False,False,263,False,65,0,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1161,0.0,0,4.0,10.0,True,False,3,True,False,False,False,False,369,False,251,2012,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1162,0.0,0,4.0,25.0,False,True,2,True,True,False,False,True,0,False,185,2022,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1163,5.0,2,9.0,0.25,False,True,1,True,False,False,False,True,0,True,0,2007,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1164,5.0,1,2.0,33.33333333333334,True,False,2,True,False,False,False,False,124,False,54,2026,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1165,0.0,0,2.0,16.66666666666667,True,False,3,True,False,False,False,False,644,False,65,2022,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1166,5.0,1,6.0,16.66666666666667,False,True,3,True,False,False,False,False,436,False,61,2023,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1167,0.0,0,6.0,5.0,False,True,1,True,False,False,False,True,0,True,0,2020,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1168,0.0,0,2.0,0.08333333333333334,True,False,1,True,False,False,False,False,139,False,65,2025,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1169,5.0,7,8.0,10.0,False,True,3,True,False,False,False,False,45,True,0,2016,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1170,0.0,0,3.0,6.666666666666667,False,True,3,True,False,False,False,False,101,True,0,2023,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1171,0.0,0,4.0,27.77777777777778,True,False,3,True,False,False,False,False,76,False,217,1996,True,2011,False,0,False,0,False,0,False,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1172,5.0,7,29.0,33.33333333333334,True,False,2,True,False,False,False,False,327,False,65,2000,True,2016,False,0,False,0,False,0,False,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1173,4.0,11,19.0,8.333333333333334,False,True,1,True,False,False,False,True,0,True,0,2001,True,2006,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1174,5.0,5,24.0,21.66666666666667,False,True,2,True,False,False,False,False,150,True,0,2003,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1175,4.0,10,3.0,25.0,False,True,3,True,False,False,False,False,168,True,0,2022,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1176,0.0,0,14.0,58.33333333333334,False,True,3,True,False,False,False,False,1724,False,182,2013,True,2017,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1177,5.0,2,9.0,22.22222222222222,False,True,3,True,False,False,False,False,461,True,0,2013,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1178,,0,5.0,10.0,False,True,6,True,False,False,True,False,1264,True,0,2021,False,0,False,0,False,0,False,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1179,4.0,21,10.0,16.66666666666667,False,True,2,True,False,False,False,True,0,True,0,2016,False,0,False,0,False,0,False,0,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1180,5.0,22,6.0,0.3947916666666666,True,False,3,True,False,False,False,False,921,False,56,2022,False,0,False,0,False,0,False,0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
